,title,tags
431,the manchurian candidate,manchurian candid polit thriller american director john frankenheim soldier brainwash killer communist russian korean war mysteri thriller unitedartist mcproduct franksinatra laurenceharvey angelalansburi janetleigh henrysilva jamesgregori leslieparrish johnmcgiv khighdhiegh jamesedward douglashenderson albertpaulsen barrykelley lloydcorrigan madamespivi bessflow leodarichard reggienald
432,back to the future,eighti teenag marti mcfli accident sent back time 1955 inadvert disrupt parent first meet attract mother romant interest must repair damag histori rekindl romanc help eccentr inventor friend doc brown return 1985 adventur comedi sciencefict famili universalpictur amblinentertain u-driveproduct michaelj.fox christopherlloyd leathompson crispinglov thomasf.wilson claudiawel marcmcclur wendiejosperb georgedicenzo francesleemccain jamestolkan harrywat jr. billyzan j.j.cohen caseysiemaszko donaldfullilov lisafreeman cristenkauffman elsaraven willhar ivybethun jasonmarin katherinebritton jasonhervey maiabrewton courtneygain richardl.duran johnnygreen jamieabbott normanalden readmorgan sachipark robertkrantz garyriley karenpetrasek georgebuckflow tommythoma davidharoldbrown lloydl.tolbert paulhanson leebrownfield robertdelapp walterscott charlesl.campbel deborahharmon janinek hueylewi tomtangen arthurtovey
433,fried green tomatoes,amidst person crisi southern housewif evelyn couch meet ninni outgo old woman tell stori idgi threadgood ruth jamison two young women experienc hardship love whistl stop alabama 1920 drama comedi universalpictur kathyb mary-louisepark jessicatandi cicelytyson marystuartmasterson stanshaw gailardsartain timothyscott garybasaraba loissmith joharveyallen fannieflagg suzibass tomeven aftonsmith haynesbrook wallacemerck
434,patton,patton tell tale gener georg famou tank command world war ii film begin career north africa progress invas germani fall third reich side plot also speak numer fault temper habit toward insubordin drama histori war twentiethcenturyfoxfilmcorpor georgec.scott karlmalden stephenyoung michaelstrong careyloftin albertdumorti franklatimor morganpaul karlmichaelvogl billhickman patzurica jamesedward lawrencedobkin davidbau johnbarri richardmünch siegfriedrauch michaelb paulsteven geraldflood jackgwillim edwardbinn peterbarkworth lionelmurton davidheali sandymcpeak douglaswilm johndoucett timconsidin abraxasaaran clintritchi alanmacnaughton florencioamarilla brandonbradi charlesdenni paulfre doloresjudson hellmutlang brucerhodewalt lowellthoma harrytowb billykearn
435,akira,childhood friend tetsuo kaneda pull post apocalypt underworld neo tokyo forc fight surviv bike gang leader member tough motorcycl crew becom involv covert govern project call akira bloodi battl ensu set save friend sciencefict anim bandaivisualcompani tohocompani mainichibroadcastingsystem(mbs) kodansha tokyomovieshinsha(tms) tmsentertain akiracommitteecompanyltd. sumitomocorpor mitsuoiwata nozomusasaki mamikoyama tesshougenda hiroshiohtak kōichikitamura yurikofuchizaki masaakiōkura takeshikusao kazuhirokamifuji tatsuhikonakamura fukueitô
436,highlander,fought first battl scottish highland 1536 fight greatest street new york citi 1986 name connor macleod immort adventur action fantasi davis-panzerproduct thornemiscreenentertain christopherlambert roxannehart clancybrown seanconneri beatieedney alannorth jonpolito sheilagish hughquarshi peterdiamond billyhartman jamescosmo celiaimri christophermalcolm frankdux ianreddington
437,cool hand luke,"petti crimin luke jackson sentenc two year florida prison farm play rule either sadist warden yard resid heavi draglin end admir new guy unbreak bravado even face repeat stint dread solitari confin cell box ,"" make rebel hero fellow convict thorn side offic crime drama warnerbros. jalemproduct paulnewman georgekennedi lukeaskew morganwoodward harrydeanstanton dennishopp louantonio robertdriva strothermartin jovanfleet cliftonjam marccavel richarddavalo robertdonn j.d.cannon joedonbak jamesgammon chuckhick rancehoward jamesjet joyharmon anthonyzerb warrenfinnerti johnmcliam waynerog charlestyn ralphwait buckkartalian kimkahana donnpearc johnpearc rushwilliam"
438,young frankenstein,young neurosurgeon inherit castl grandfath famou dr victor von frankenstein find funni hunchback pretti lab assist elderli housekeep believ work delusion discov book mad doctor describ reanim experi suddenli chang mind comedi sciencefict twentiethcenturyfoxfilmcorpor crossbowproduct gruskoff/venturefilm jouerlimit genewild peterboyl martyfeldman madelinekahn clorisleachman terigarr genehackman kennethmar richardhaydn oscarberegijr. arthurmalet montelandi berrykroeg ianabercrombi melbrook loucutel michaelfox leodarichard clementvonfranckenstein liamdunn dannygoldman annebeesley rustyblitz johnmadison johndenni jeffmaxwel larshensen lidiakristen johnnymarlin norbertschil rolfesedan maidasevern arthurtovey
439,night on earth,antholog 5 differ cab driver american european citi remark fare event night comedi drama channelfourfilm jvcentertain lestudiocanal+ locussolusentertain pandoracinema pyramideproduct victormusicalindustri winonaryd genarowland lisannefalk alanrandolphscott anthonyportillo giancarloesposito rosieperez richardbo isaachdebankolé béatricedal noelkaufmann stéphanebouch robertobenigni paolobonacelli giannischettino antonioragusa nicolafacondo camillabegnoni romolodibiasi donatellaservadio mattipellonpää kariväänänen sakarikuosmanen tomisalmela eijavilpa jaakkotalaskivi klausheydemann arminmueller-stahl
440,the great dictator,dictat adenoid hynkel tri expand empir poor jewish barber avoid persecut regim comedi unitedartist royexportcompanyestablish charliechaplin jackoaki reginaldgardin henrydaniel billygilbert paulweigel paulettegoddard gracehayl mauricemoscovitch emmadunn bernardgorcey carterdehaven eddiegribbon rudolphand nitapik georgelynn chesterconklin esthermichelson hankmann florencewright eddiedunn wheelerdryden fredaldrich richardalexand sigarno williamarnold joebordeaux donbrodi ginocorrado johndavidson maxdavidson lewdavi patflaherti budgeari samharri eddiehart leylandhodgson williamirv charlesirwin ethelredaleopold torbenmey bertmoorhous nelliev.nichol manuelparí jackperrin lucienpriv cyrilr henryroquemor tinysandford hansschumm harrysemel charlessullivan carlvoss leowhit harrywilson hansconri francisernestdrak francescasantoro leonardwalk
441,fantasia,walt disney timeless masterpiec extravaganza sight sound see music come life hear pictur burst song experi excit fantasia anim famili music waltdisneypictur deemstaylor waltdisney juliettanovi leopoldstokowski
442,high noon,high noon recent freed leader gang bandit desert look get reveng sheriff put jail legendari western film austrian director fred zinnemann western unitedartist stanleykramerproduct garycoop gracekelli thomasmitchel lloydbridg katyjurado ottokrug lonchaneyjr. harrymorgan ianmacdonald evemcveagh morganfarley harryshannon leevancleef robertj.wilk shebwooley jackelam johndoucett tedstanhop leeaaker guybeach larryj.blak johnbreen texdriscol herschelgraham paulkrug roybucko russellcust norabush annkund bencorbett rudygerman chuckhayward michaeljeff kansasmoehr jackmontgomeri buddyroosevelt allend.sewal howlandchamberlain virginiachristin cliffclark pauldubov dickelliott virginiafarm timgraham tomgreenway harryharvey nolanleari tomlondon merrillmccormick williamnewel jamesmillican lucienpriv ralphre charlessoldani slimtalbot
443,ben-hur,ben hur 1959 epic film direct william wyler third version civil war vet lew wallac 1880 novel tale christ premier loew state theatr new york citi novemb 18 movi reput classic primarili base two spectacular action sequenc great chariot race roman naval battl along lavish product valu strong perform plot revolv around jewish princ betray sent slaveri friend regain freedom come back reveng howev instead find redempt theme ultim save christian sens went win record eleven academi award includ best pictur actor charlton heston ). set oscar sweep sinc equal titan 1998 lord ring return king 2004 never broken action adventur drama histori metro-goldwyn-mayer(mgm) charltonheston jackhawkin hayaharareet stephenboyd hughgriffith marthascott frankthr samjaff adyberb finlaycurri andrémorel terencelongdon landobuzzanca giulianogemma marinaberti robertbrown lianadelbalzo enzofiermont richardhal duncanlamont johnlemesuri ferdymayn maymcavoy aldosilvani ralphtruman georgerelph joecanutt richardcoleman antoniocorevi daviddavi minodoro michaeldugan francofantasia joségreci johnhorsley howardlang stevensonlang tuttelemkow clifflyon tiberiomitri remingtonolmst laurencepayn aldopini diegopozzetto stellarho edwinrichfield hectorross maxwellshaw giannisolaro pietrotordi raimondovanriel dervisward joeyrigoyen nazzarenozamperla jerrybrown eddiejauregui
444,this is spinal tap,spinal tap shine light self contain univers metal band struggl get back chart includ everyth complic histori up down gold album name chang undersold concert date along full host requisit groupi promot hanger historian session releas event special behind scene moment keep real comedi music spinaltapprod. christopherguest michaelmckean harryshear robrein junechadwick tonyhendra\t brunokirbi r.j.parnel davidkaff edbegleyjr. dannykortchmar frandresch patrickmacne juliepayn danacarvey sandyhelberg zanebuzbi billycryst paulbenedict howardhesseman paulshortino laracodi andrewj.leder russkunkel victorytischler-blu joycehys gloriagifford paulshaff archiehahn charleslevin anjelicahuston donaldkendrick fredwillard wonderfulsmith kimberlystring chazzdominguez sharihal jeancromi patrickmah memovera robinmenken jenniferchild j.j.barri georgemcdaniel annechurchil cheriedarr dianaduncan ginamariepitrello brinkesteven
445,indiana jones and the last crusade,dr henri jone sr suddenli goe miss pursu holi grail emin archaeologist indiana must team marcu brodi sallah elsa schneider follow father footstep stop nazi recov power etern life adventur action lucasfilm paramountpictur harrisonford seanconneri denholmelliott alisondoodi johnrhys-davi julianglov riverphoenix michaelbyrn kevorkmalikyan roberteddison richardyoung alexeisayl paulmaxwel islablair vernondobtcheff alexhyde-whit j.j.hardi bradleygregg vincedeadricksr. marcmil tedgrossman timhis larrysand willmil davidmurray jerryhart billyj.mitchel martingordon paulhumpoletz tombranch graemecrowth lukehanson chrisjenkinson nicolascott louissheldon stefankalipha peterpacey patroach suzanneroquett eugenelipinski georgemalpa julieeccl ninaarmstrong ronaldlacey nickgillard dereklyon leerichard michaelsheard tiptip frederickjaeg
446,gandhi,"earli year 20th centuri mohanda k gandhi british train lawyer forsak worldli possess take caus indian independ face arm resist govern adopt polici passiv ', endeavour win freedom peopl without resort bloodsh drama histori columbiapictur goldcrestfilmsintern indo-british internationalfilminvestor nationalfilmdevelopmentcorporationofindia carolinabank benkingsley candicebergen edwardfox johngielgud trevorhoward rohinihattangadi johnmil martinsheen iancharleson roshanseth ompuri saeedjaffrey alyquepadamse amrishpuri geraldinejam danielday-lewi atholfugard daliptahil günthermariahalm shreeramlagoo terrencehardiman ianbannen michaelbry johnclement richardgriffith nigelhawthorn bernardhepton michaelhordern richardvernon harshnayyar vijaykashyap supriyapathak neenagupta shanerimm peterharlow anangdesai winstonntshona petercartwright mariuswey richardmay aloknath kenhutchison normanchanc charubalachokshi rayburdi danielpeacock avisbunnag mohanagash johnsavid michaelgodley christophergood davidmarkham motimakan jalalagha rupertfraz k.k.raina dominicguard bernardhil nanapalsikar grahamse keithdrinkel geraldsim colinfarrel sanjeevpuri jamescossin habibtanvir barryjohn brianoulton jamessnel johnbox bernardhorsfal richardleech pankajkapur davidsibley stanleylebor joncroft williamhoyland johnratzenberg jackmckenzi vinayapt suhaspalshikar shekharchatterje amarjeet sunilshend dereklyon sudhirdalvi davidg tomalt ernestclark fredwood johnquentin geoffreychat"
447,the unbearable lightness of being,success surgeon toma leav pragu oper meet young photograph name tereza bring back surpris learn alreadi affair bohemian sabina soviet invas occur three flee switzerland begin tom continu woman disgust return czechoslovakia realiz mistak decid chase comedi romanc thesaulzaentzcompani danielday-lewi juliettebinoch lenaolin derekdelint stellanskarsgård erlandjosephson pavellandovský donaldmoffat danielolbrychski tomaszborkowi brucemy pavelslabý pascalekalenski jacquesciron annelonnberg lászlószabó vladimírvalenta cloviscornillac consuelodehaviland leonlissek
